Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500048,BEML,BEML Ltd,22 Sep 2025,Final Dividend - Rs. - 1.2000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
533095,BENGALASM,Bengal & Assam Company Ltd,22 Sep 2025,Dividend - Rs. - 50.0000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
514183,BLACKROSE,Black Rose Industries Ltd,22 Sep 2025,Final Dividend - Rs. - 0.5500,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
514183,BLACKROSE,Black Rose Industries Ltd,22 Sep 2025,Special Dividend - Rs. - 0.1000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
543971,BONDADA,Bondada Engineering Ltd,22 Sep 2025,Final Dividend - Rs. - 0.1000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
543831,BRIGHT,Bright Outdoor Media Ltd,22 Sep 2025,Final Dividend - Rs. - 0.5000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
538734,CEINSYS,Ceinsys Tech Ltd,22 Sep 2025,Final Dividend - Rs. - 3.5000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
539986,COMSYN,Commercial Syn Bags Ltd,22 Sep 2025,Final Dividend - Rs. - 0.4000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
532941,CORDSCABLE,Cords Cable Industries Ltd,22 Sep 2025,Final Dividend - Rs. - 1.0000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
532173,CYBERTECH,CyberTech Systems and Software Ltd,22 Sep 2025,Final Dividend - Rs. - 4.0000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
500117,DCW,DCW Ltd,22 Sep 2025,Final Dividend - Rs. - 0.1000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
526315,DIVSHKT,Divyashakti Ltd,22 Sep 2025,Final Dividend - Rs. - 2.0000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
524743,FISCHER,Fischer Medical Ventures Ltd,22 Sep 2025,Final Dividend - Rs. - 0.0050,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
542812,FLUOROCHEM,Gujarat Fluorochemicals Ltd,22 Sep 2025,Final Dividend - Rs. - 3.0000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
544199,GEMENVIRO,GEM Enviro Management Ltd,22 Sep 2025,Final Dividend - Rs. - 0.2500,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
539479,GTV,GTV Engineering Ltd,22 Sep 2025,Final Dividend - Rs. - 0.1000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
509079,GUFICBIO,Gufic Biosciences Ltd,22 Sep 2025,Final Dividend - Rs. - 0.1000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
526965,GUJCRAFT,Gujarat Craft Industries Ltd,22 Sep 2025,Final Dividend - Rs. - 1.0000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
517372,GUJINTRX,Gujarat Intrux Ltd,22 Sep 2025,Final Dividend - Rs. - 15.0000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
532467,HAZOOR,Hazoor Multi Projects Ltd,22 Sep 2025,Final Dividend - Rs. - 0.2000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
537839,HBGHOTELS,HBG Hotels Ltd,22 Sep 2025,Final Dividend - Rs. - 0.1500,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
540136,HPL,HPL Electric & Power Ltd,22 Sep 2025,Final Dividend - Rs. - 1.0000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
531910,JOJO,JOJO Ltd,22 Sep 2025,Final Dividend - Rs. - 0.0500,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
505750,JOSTS,Josts Engineering Company Ltd,22 Sep 2025,Final Dividend - Rs. - 1.2500,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
544476,JSLL,Jeena Sikho Lifecare Ltd,22 Sep 2025,Final Dividend - Rs. - 1.1000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
531842,LAHOTIOV,Lahoti Overseas Ltd,22 Sep 2025,Dividend - Rs. - 0.2000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
500266,MAHSCOOTER,Maharashtra Scooters Ltd,22 Sep 2025,Interim Dividend - Rs. - 160.0000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
538836,MONTECARLO,Monte Carlo Fashions Ltd,22 Sep 2025,Final Dividend - Rs. - 20.0000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
508989,NAVNETEDUL,Navneet Education Ltd,22 Sep 2025,Final Dividend - Rs. - 1.5000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
523630,NFL,National Fertilizers Ltd,22 Sep 2025,Final Dividend - Rs. - 1.5600,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
531092,OMINFRAL,OM Infra Ltd,22 Sep 2025,Final Dividend - Rs. - 0.4000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
532900,PAISALO,Paisalo Digital Ltd,22 Sep 2025,Final Dividend - Rs. - 0.1000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
539889,PARAGMILK,Parag Milk Foods Ltd,22 Sep 2025,Final Dividend - Rs. - 1.0000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
539150,PNCINFRA,PNC Infratech Ltd,22 Sep 2025,Final Dividend - Rs. - 0.6000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
531412,RADIXIND,Radix Industries (India) Ltd,22 Sep 2025,Final Dividend - Rs. - 0.5000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
505807,ROLCOEN,Rolcon Engineering Company Ltd,22 Sep 2025,Final Dividend - Rs. - 2.5000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
532785,RUCHIRA,Ruchira Papers Ltd,22 Sep 2025,Final Dividend - Rs. - 5.0000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
511754,SAHLIBHFI,Shalibhadra Finance Ltd,22 Sep 2025,Dividend - Rs. - 0.4000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
504918,SANDUMA,Sandur Manganese & Iron Ores Ltd,22 Sep 2025,Bonus issue 2:1,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
532815,SMSPHARMA,SMS Pharmaceuticals Ltd,22 Sep 2025,Final Dividend - Rs. - 0.4000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
506655,SUDARSCHEM,Sudarshan Chemical Industries Ltd,22 Sep 2025,Final Dividend - Rs. - 4.5000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
503310,SWANCORP,Swan Corp Ltd,22 Sep 2025,Final Dividend - Rs. - 0.1000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
540904,TIRUFOAM,Tirupati Foam Ltd,22 Sep 2025,Final Dividend - Rs. - 1.0000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
539331,VETO,Veto Switchgears and Cables Ltd,22 Sep 2025,Final Dividend - Rs. - 1.0000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
538920,VINCOFE,Vintage Coffee And Beverages Ltd,22 Sep 2025,Final Dividend - Rs. - 0.1000,22 Sep 2025,-,-,22 Sep 2025,22 Sep 2025,-
542580,AARTECH,Aartech Solonics Ltd,23 Sep 2025,Final Dividend - Rs. - 0.1250,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
539196,AEL,Amba Enterprises Ltd,23 Sep 2025,Final Dividend - Rs. - 0.7500,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
543910,AVG,AVG Logistics Ltd,23 Sep 2025,Final Dividend - Rs. - 1.2000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
519295,BAMBINO,Bambino Agro Industries Ltd,23 Sep 2025,Final Dividend - Rs. - 1.6000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
539660,BESTAGRO,Best Agrolife Ltd,23 Sep 2025,Final Dividend - Rs. - 3.0000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
543618,CARGOTRANS,Cargotrans Maritime Ltd,23 Sep 2025,Final Dividend - Rs. - 0.5000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
539991,CFEL,Confidence Futuristic Energetech Ltd,23 Sep 2025,Final Dividend - Rs. - 0.2500,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
526829,CONFIPET,Confidence Petroleum India Ltd,23 Sep 2025,Final Dividend - Rs. - 0.1000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
511413,CREST,Crest Ventures Ltd,23 Sep 2025,Final Dividend - Rs. - 1.0000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
543462,DEVIT,Dev Information Technology Ltd,23 Sep 2025,Final Dividend - Rs. - 0.1000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
538715,DHABRIYA,Dhabriya Polywood Ltd,23 Sep 2025,Final Dividend - Rs. - 0.7000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
543859,DIGIFIBRE,Digital Fibre Infrastructure Trust,23 Sep 2025,Income Distribution (InvIT) ,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
538882,EMERALD,Emerald Finance Ltd,23 Sep 2025,Final Dividend - Rs. - 0.0900,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
539730,FREDUN,Fredun Pharmaceuticals Ltd,23 Sep 2025,Final Dividend - Rs. - 0.7000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
539522,GROVY,Grovy India Ltd,23 Sep 2025,Final Dividend - Rs. - 0.1000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
522217,GUJAPOLLO,Gujarat Apollo Industries Ltd,23 Sep 2025,Final Dividend - Rs. - 2.0000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
543517,HARIOMPIPE,Hariom Pipe Industries Ltd,23 Sep 2025,Final Dividend - Rs. - 0.6100,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
543433,HPAL,HP Adhesives Ltd,23 Sep 2025,Final Dividend - Rs. - 0.4000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
531129,INANI,Inani Marbles & Industries Ltd,23 Sep 2025,Dividend - Rs. - 0.0400,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
500201,INDIAGLYCO,India Glycols Ltd,23 Sep 2025,Final Dividend - Rs. - 5.0000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
532326,INTENTECH,Intense Technologies Ltd,23 Sep 2025,Final Dividend - Rs. - 1.0000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
544005,ISCITRUST,Intelligent Supply Chain Infrastructure Trust,23 Sep 2025,Income Distribution (InvIT) ,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
522183,ITL,ITL Industries Ltd,23 Sep 2025,Final Dividend - Rs. - 1.0000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
500227,JINDALPOLY,Jindal Poly Films Ltd,23 Sep 2025,Final Dividend - Rs. - 5.9000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
531163,KEMISTAR,Kemistar Corporation Ltd,23 Sep 2025,Final Dividend - Rs. - 0.3000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
540468,KMSMEDI,KMS Medisurgi Ltd,23 Sep 2025,Final Dividend - Rs. - 0.0500,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
526961,LASTMILE,Last Mile Enterprises Ltd,23 Sep 2025,Final Dividend - Rs. - 0.0200,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
539227,LOYAL,Loyal Equipments Ltd,23 Sep 2025,Dividend - Rs. - 1.0000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
537800,MANGIND,Mangalam Industrial Finance Ltd,23 Sep 2025,Right Issue of Equity Shares ,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
526263,MOLDTECH,Mold-Tek Technologies Ltd,23 Sep 2025,Final Dividend - Rs. - 1.0000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
533080,MOLDTKPAC,Mold-Tek Packaging Ltd,23 Sep 2025,Final Dividend - Rs. - 2.0000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
531494,NAVKARURB,Navkar Urbanstructure Ltd,23 Sep 2025,Final Dividend - Rs. - 0.0050,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
535136,NIBE,NIBE Ltd,23 Sep 2025,Final Dividend - Rs. - 1.2500,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
531395,PADAMCO,Padam Cotton Yarns Ltd,23 Sep 2025,Final Dividend - Rs. - 0.1000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
539469,PANORAMA,Panorama Studios International Ltd,23 Sep 2025,Final Dividend - Rs. - 0.2000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
544448,PASHUPATI,Pashupati Cotspin Ltd,23 Sep 2025,Final Dividend - Rs. - 0.5000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
500331,PIDILITIND,Pidilite Industries Ltd,23 Sep 2025,Bonus issue 1:1,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
526247,PREMEXPLN,Premier Explosives Ltd,23 Sep 2025,Final Dividend - Rs. - 0.5000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
533284,RPPINFRA,R P P Infra Projects Ltd,23 Sep 2025,Final Dividend - Rs. - 0.5000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
539201,SATIA,Satia Industries Ltd,23 Sep 2025,Final Dividend - Rs. - 0.2000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
543963,SHELTER,Shelter Pharma Ltd,23 Sep 2025,Final Dividend - Rs. - 0.3500,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
526117,SHERVANI,Shervani Industrial Syndicate Ltd,23 Sep 2025,Dividend - Rs. - 3.0000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
533014,SICAGEN,Sicagen India Ltd,23 Sep 2025,Final Dividend - Rs. - 1.0000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
512131,SIGIND,Signet Industries Ltd,23 Sep 2025,Final Dividend - Rs. - 0.5000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
530289,SPCAPIT,SP Capital Financing Ltd,23 Sep 2025,Final Dividend - Rs. - 0.5000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
513262,SSWL,Steel Strips Wheels Ltd,23 Sep 2025,Final Dividend - Rs. - 1.2500,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
512179,SUNTECK,Sunteck Realty Ltd,23 Sep 2025,Final Dividend - Rs. - 1.5000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
543373,SVRL,Shri Venkatesh Refineries Ltd,23 Sep 2025,Final Dividend - Rs. - 1.0000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
544082,SWANAGRO,New Swan Multitech Ltd,23 Sep 2025,Final Dividend - Rs. - 0.5000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
538987,TALBROSENG,Talbros Engineering Ltd,23 Sep 2025,Final Dividend - Rs. - 2.5000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
507205,TI,Tilaknagar Industries Ltd,23 Sep 2025,Final Dividend - Rs. - 1.0000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
532856,TIMETECHNO,Time Technoplast Ltd,23 Sep 2025,Bonus issue 1:1,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
533056,VEDAVAAG,VEDAVAAG Systems Ltd,23 Sep 2025,Final Dividend - Rs. - 0.5000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
530627,VIPULORG,Vipul Organics Ltd,23 Sep 2025,Final Dividend - Rs. - 0.8000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
503641,ZODIACVEN,Zodiac Ventures Ltd,23 Sep 2025,Final Dividend - Rs. - 0.1000,23 Sep 2025,-,-,23 Sep 2025,23 Sep 2025,-
540679,HALEOSLABS,Haleos Labs Ltd,24 Sep 2025,Dividend - Rs. - 1.5000,24 Sep 2025,-,-,24 Sep 2025,24 Sep 2025,-
540425,SHANKARA,Shankara Building Products Ltd,24 Sep 2025,Spin Off ,24 Sep 2025,-,-,24 Sep 2025,24 Sep 2025,-
531771,SHRADDHA,Shraddha Prime Projects Ltd,24 Sep 2025,Final Dividend - Rs. - 0.2000,24 Sep 2025,-,-,24 Sep 2025,24 Sep 2025,-
530845,SUNSHIEL,Sunshield Chemicals Ltd,24 Sep 2025,Right Issue of Equity Shares ,24 Sep 2025,-,-,24 Sep 2025,24 Sep 2025,-
544185,ADTECH ,Adtech Systems Ltd,25 Sep 2025,Dividend - Rs. - 1.0000,25 Sep 2025,-,-,25 Sep 2025,25 Sep 2025,-
542668,EVANS,Evans Electric Ltd,25 Sep 2025,Final Dividend - Rs. - 1.5000,25 Sep 2025,-,-,25 Sep 2025,25 Sep 2025,-
532628,3IINFOLTD,3i Infotech Ltd,26 Sep 2025,Right Issue of Equity Shares ,26 Sep 2025,-,-,26 Sep 2025,26 Sep 2025,-
534732,CASPIAN,Caspian Corporate Services Ltd,26 Sep 2025,Final Dividend - Rs. - 0.0500,26 Sep 2025,-,-,26 Sep 2025,26 Sep 2025,-
530309,CHANDRAP,Chandra Prabhu International Ltd,26 Sep 2025,Bonus issue 1:2,26 Sep 2025,-,-,26 Sep 2025,26 Sep 2025,-
543546,HEALTHYLIFE,Healthy Life Agritec Ltd,26 Sep 2025,Right Issue of Equity Shares ,26 Sep 2025,-,-,26 Sep 2025,26 Sep 2025,-
543280,NAZARA,Nazara Technologies Ltd,26 Sep 2025,Stock  Split From Rs.4/- to Rs.2/-,26 Sep 2025,-,-,26 Sep 2025,26 Sep 2025,-
543280,NAZARA,Nazara Technologies Ltd,26 Sep 2025,Bonus issue 1:1,26 Sep 2025,-,-,26 Sep 2025,26 Sep 2025,-
536659,PVVINFRA,PVV Infra Ltd,26 Sep 2025,Stock  Split From Rs.10/- to Rs.5/-,26 Sep 2025,-,-,26 Sep 2025,26 Sep 2025,-
544456,RMDRIP,R M Drip and Sprinklers Systems Ltd,26 Sep 2025,Stock  Split From Rs.10/- to Rs.1/-,26 Sep 2025,-,-,26 Sep 2025,26 Sep 2025,-
531205,SPRIGHT,Spright Agro Ltd,26 Sep 2025,Interim Dividend - Rs. - 0.0100,26 Sep 2025,-,-,26 Sep 2025,26 Sep 2025,-
538382,WESTLEIRES,West Leisure Resorts Ltd,26 Sep 2025,Final Dividend - Rs. - 0.1000,26 Sep 2025,-,-,26 Sep 2025,26 Sep 2025,-
531794,SESHACHAL,Seshachal Technologies Ltd,29 Sep 2025,Reduction of Capital ,29 Sep 2025,-,-,29 Sep 2025,29 Sep 2025,-
539017,STARHFL,Star Housing Finance Ltd,30 Sep 2025,Right Issue of Equity Shares ,30 Sep 2025,-,-,30 Sep 2025,30 Sep 2025,-
532056,TRUSTEDGE,Trustedge Capital Ltd,01 Oct 2025,Right Issue of Equity Shares ,01 Oct 2025,-,-,01 Oct 2025,01 Oct 2025,-
533333,FCL,Fineotex Chemical Ltd,03 Oct 2025,Interim Dividend - Rs. - 0.8000,03 Oct 2025,-,-,03 Oct 2025,03 Oct 2025,-
504028,GEE,GEE Ltd,03 Oct 2025,Bonus issue 1:1,03 Oct 2025,-,-,03 Oct 2025,03 Oct 2025,-
532296,GLENMARK,Glenmark Pharmaceuticals Ltd,03 Oct 2025,Interim Dividend - Rs. - 2.5000,03 Oct 2025,-,-,03 Oct 2025,03 Oct 2025,-
532742,PAUSHAKLTD,Paushak Ltd,03 Oct 2025,Stock  Split From Rs.10/- to Rs.5/-,03 Oct 2025,-,-,03 Oct 2025,03 Oct 2025,-
532742,PAUSHAKLTD,Paushak Ltd,03 Oct 2025,Bonus issue 3:1,03 Oct 2025,-,-,03 Oct 2025,03 Oct 2025,-
530549,SHILPAMED,Shilpa Medicare Ltd,03 Oct 2025,Bonus issue 1:1,03 Oct 2025,-,-,03 Oct 2025,03 Oct 2025,-
539833,SICLTD,Shivom Investment & Consultancy Ltd,03 Oct 2025,Resolution Plan -Suspension ,03 Oct 2025,-,-,03 Oct 2025,03 Oct 2025,-
514211,SUMEETINDS,Sumeet Industries Ltd,03 Oct 2025,Stock  Split From Rs.10/- to Rs.2/-,03 Oct 2025,-,-,03 Oct 2025,03 Oct 2025,-
541338,UHZAVERI,U. H. Zaveri Ltd,03 Oct 2025,Right Issue of Equity Shares ,03 Oct 2025,-,-,03 Oct 2025,03 Oct 2025,-
541702,ASHNI,Ashnisha Industries Ltd,06 Oct 2025,Right Issue of Equity Shares ,06 Oct 2025,-,-,06 Oct 2025,06 Oct 2025,-
532173,CYBERTECH,CyberTech Systems and Software Ltd,06 Oct 2025,Special Dividend - Rs. - 20.0000,06 Oct 2025,-,-,06 Oct 2025,06 Oct 2025,-
536073,JULIEN,Julien Agro Infratech Ltd,06 Oct 2025,Bonus issue 1:1,06 Oct 2025,-,-,06 Oct 2025,06 Oct 2025,-
543917,SIGMA,Sigma Solve Ltd,06 Oct 2025,Stock  Split From Rs.10/- to Rs.1/-,06 Oct 2025,-,-,06 Oct 2025,06 Oct 2025,-
540728,SAYAJIIND,Sayaji Industries Ltd,07 Oct 2025,Bonus issue 3:1,07 Oct 2025,-,-,07 Oct 2025,07 Oct 2025,-
540829,CHANDRIMA,Chandrima Mercantiles Ltd,09 Oct 2025,Bonus issue 1:2,09 Oct 2025,-,-,09 Oct 2025,09 Oct 2025,-
539042,AGIIL,AGI Infra Ltd,10 Oct 2025,Stock  Split From Rs.5/- to Rs.1/-,10 Oct 2025,-,-,10 Oct 2025,10 Oct 2025,-
511505,CAPTRUST,Capital Trust Ltd,10 Oct 2025,Right Issue of Equity Shares ,10 Oct 2025,-,-,10 Oct 2025,10 Oct 2025,-
505336,HARSHILAGR,Harshil Agrotech Ltd,10 Oct 2025,Bonus issue 10:32,10 Oct 2025,-,-,10 Oct 2025,10 Oct 2025,-
544362,HEXT ,Hexaware Technologies Ltd,10 Oct 2025,Interim Dividend - Rs. - 5.7500,10 Oct 2025,-,-,10 Oct 2025,10 Oct 2025,-
517320,MAGNUS,Magnus Steel and Infra Ltd,10 Oct 2025,Right Issue of Equity Shares ,10 Oct 2025,-,-,10 Oct 2025,10 Oct 2025,-
517431,NARMP,Narmada Macplast Drip Irrigation Systems Ltd,10 Oct 2025,Bonus issue 1:1,10 Oct 2025,-,-,10 Oct 2025,10 Oct 2025,-
523315,PURITY,Purity Flexpack Ltd,10 Oct 2025,Bonus issue 2:1,10 Oct 2025,-,-,10 Oct 2025,10 Oct 2025,-
524230,RCF,Rashtriya Chemicals and Fertilizers Ltd,10 Oct 2025,Final Dividend - Rs. - 1.3200,10 Oct 2025,-,-,10 Oct 2025,10 Oct 2025,-
531869,SACHEMT,Sacheta Metals Ltd,10 Oct 2025,Interim Dividend - Rs. - 0.0500,11 Oct 2025,-,-,10 Oct 2025,10 Oct 2025,-
533644,UEL,Ujaas Energy Ltd,10 Oct 2025,Bonus issue 2:1,10 Oct 2025,-,-,10 Oct 2025,10 Oct 2025,-
526775,VALIANT,Valiant Communications Ltd,10 Oct 2025,Bonus issue 1:2,10 Oct 2025,-,-,10 Oct 2025,10 Oct 2025,-
526211,SURJIND,Suraj Industries Ltd,13 Oct 2025,Right Issue of Equity Shares ,13 Oct 2025,-,-,13 Oct 2025,13 Oct 2025,-
533452,DELPHIFX,Delphi World Money Ltd,14 Oct 2025,Right Issue of Equity Shares ,14 Oct 2025,-,-,14 Oct 2025,14 Oct 2025,-
542543,ENERGYINF,Energy Infrastructure Trust,14 Oct 2025,Income Distribution (InvIT) ,14 Oct 2025,-,-,14 Oct 2025,14 Oct 2025,-
539725,GOKULAGRO,Gokul Agro Resources Ltd,14 Oct 2025,Stock  Split From Rs.2/- to Rs.1/-,14 Oct 2025,-,-,14 Oct 2025,14 Oct 2025,-
501301,TATAINVEST,Tata Investment Corporation Ltd,14 Oct 2025,Stock  Split From Rs.10/- to Rs.1/-,14 Oct 2025,-,-,14 Oct 2025,14 Oct 2025,-
500570,TMPV,Tata Motors Passenger Vehicles Ltd,14 Oct 2025,Spin Off ,14 Oct 2025,-,-,14 Oct 2025,14 Oct 2025,-
543942,UTKARSHBNK,Utkarsh Small Finance Bank Ltd,14 Oct 2025,Right Issue of Equity Shares ,14 Oct 2025,-,-,14 Oct 2025,14 Oct 2025,-
500472,SKFINDIA,SKF India Ltd,15 Oct 2025,Spin Off ,15 Oct 2025,-,-,15 Oct 2025,15 Oct 2025,-
532540,TCS,Tata Consultancy Services Ltd,15 Oct 2025,Interim Dividend - Rs. - 11.0000,15 Oct 2025,-,-,15 Oct 2025,15 Oct 2025,-
543619,CNCRD,Concord Control Systems Ltd,16 Oct 2025,Bonus issue 3:5,16 Oct 2025,-,-,16 Oct 2025,16 Oct 2025,-
505700,ELECON,Elecon Engineering Company Ltd,16 Oct 2025,Interim Dividend - Rs. - 0.5000,16 Oct 2025,-,-,16 Oct 2025,16 Oct 2025,-
524661,WELCURE,Welcure Drugs & Pharmaceuticals Ltd,16 Oct 2025,Stock  Split From Rs.10/- to Rs.1/-,16 Oct 2025,-,-,16 Oct 2025,16 Oct 2025,-
524661,WELCURE,Welcure Drugs & Pharmaceuticals Ltd,16 Oct 2025,Bonus issue 1:10,16 Oct 2025,-,-,16 Oct 2025,16 Oct 2025,-
544281,ABINFRA,A B Infrabuild Ltd,17 Oct 2025,Stock  Split From Rs.10/- to Rs.1/-,17 Oct 2025,-,-,17 Oct 2025,17 Oct 2025,-
543415,ANANDRATHI,Anand Rathi Wealth Ltd,17 Oct 2025,Interim Dividend - Rs. - 6.0000,17 Oct 2025,-,-,17 Oct 2025,17 Oct 2025,-
513307,BELDING,Belding India Ltd,17 Oct 2025,Consolidation of Shares ,17 Oct 2025,-,-,17 Oct 2025,17 Oct 2025,-
532281,HCLTECH,HCL Technologies Ltd,17 Oct 2025,Interim Dividend - Rs. - 12.0000,17 Oct 2025,-,-,17 Oct 2025,17 Oct 2025,-
517431,NARMP,Narmada Macplast Drip Irrigation Systems Ltd,17 Oct 2025,Stock  Split From Rs.10/- to Rs.2/-,18 Oct 2025,-,-,17 Oct 2025,17 Oct 2025,-
543352,POBS ,PlatinumOne Business Services Ltd,17 Oct 2025,Interim Dividend - Rs. - 2.0000,18 Oct 2025,-,-,17 Oct 2025,17 Oct 2025,-
543325,ROLEXRINGS,Rolex Rings Ltd,17 Oct 2025,Stock  Split From Rs.10/- to Rs.1/-,17 Oct 2025,-,-,17 Oct 2025,17 Oct 2025,-
539300,SUNRAKSHAK,Sunrakshakk Industries India Ltd,17 Oct 2025,Stock  Split From Rs.10/- to Rs.2/-,17 Oct 2025,-,-,17 Oct 2025,17 Oct 2025,-
533273,OBEROIRLTY,Oberoi Realty Ltd,20 Oct 2025,Interim Dividend - Rs. - 2.0000,21 Oct 2025,-,-,21 Oct 2025,21 Oct 2025,-
